,tracks_id,genres_all
1876,37937,297
1877,37938,297
1878,37947,12
1879,37976,5
1880,37977,5
1881,37978,5
1882,38316,26
1883,38321,2
1884,38326,2
1885,38351,2
1886,38352,2
1887,38353,2
1888,38399,17
1889,38516,25
1890,38523,25
1891,38560,2
1892,38614,12
1893,38618,26
1894,38619,26
1895,38620,26
1896,38621,26
1897,38622,26
1898,38678,297
1899,38691,297
1900,38750,38
1901,38775,2
1902,38776,2
1903,38777,2
1904,38783,2
1905,38817,2
1906,38818,2
1907,38821,2
1908,38828,2
1909,38829,2
1910,38833,2
1911,38864,38
1912,38866,38
1913,38879,38
1914,38884,38
1915,38888,38
1916,38900,38
1917,38902,38
1918,38955,10
1919,38956,5
1920,39117,15
1921,39198,38
1922,39199,38
1923,39316,38
1924,39357,2
1925,39378,38
1926,39438,25
1927,39511,468
1928,39512,468
1929,39513,468
1930,39525,297
1931,39527,297
1932,39529,297
1933,39530,10
1934,39536,10
1935,39552,4
1936,39553,4
1937,39554,4
1938,39555,4
1939,39556,4
1940,39557,4
1941,39558,4
1942,39605,182
1943,39607,182
1944,39658,10
1945,39659,10
1946,39660,10
1947,39662,10
1948,39664,10
1949,39665,10
1950,39666,10
1951,39683,181
1952,39685,181
1953,39686,181
1954,39769,25
1955,39866,25
1956,39872,38
1957,39893,38
1958,39899,38
1959,39928,15
1960,39941,181
1961,39942,181
1962,39944,181
1963,39945,181
1964,39946,181
1965,39947,181
1966,39948,181
1967,39949,181
1968,40077,468
1969,40078,468
1970,40079,468
1971,40080,468
1972,40081,468
1973,40139,12
1974,40147,38
1975,40175,38
1976,40177,38
1977,40178,38
1978,40179,38
1979,40231,17
1980,40236,17
1981,40239,17
1982,40242,17
1983,40243,17
1984,40245,17
1985,40250,1235
1986,40272,25
1987,40276,25
1988,40280,25
1989,40354,12
1990,40369,468
1991,40370,468
1992,40373,468
1993,40403,38
1994,40504,15
1995,40526,21
1996,40635,15
1997,40642,181
1998,40644,181
1999,40646,181
2000,40647,181
2001,40649,181
2002,40650,181
2003,40654,18
2004,40656,18
2005,40657,18
2006,40658,18
2007,40659,18
2008,40660,18
2009,40780,15
2010,40783,15
2011,40787,297
2012,40792,297
2013,40793,297
2014,40794,297
2015,40811,468
2016,40812,468
2017,40813,468
2018,40814,468
2019,40818,297
2020,40821,468
2021,40822,468
2022,40823,468
2023,40824,468
2024,40825,468
2025,40826,468
2026,40827,468
2027,40828,468
2028,40829,468
2029,40830,468
2030,40842,181
2031,41011,26
2032,41012,26
2033,41013,26
2034,41014,26
2035,41015,26
2036,41018,2
2037,41076,468
2038,41077,468
2039,41078,468
2040,41079,468
2041,41088,468
2042,41089,468
2043,41090,468
2044,41091,468
2045,41092,468
2046,41093,468
2047,41191,17
2048,41388,10
2049,41452,297
2050,41454,297
2051,41456,297
2052,41460,297
2053,41566,4
2054,41568,10
2055,41569,5
2056,41571,4
2057,41573,1235
2058,41580,1235
2059,41581,1235
2060,41714,38
2061,41752,18
2062,41758,18
2063,41812,12
2064,41819,10
2065,41820,10
2066,41825,10
2067,41828,18
2068,41829,18
2069,41833,18
2070,41834,18
2071,41869,12
2072,41937,15
2073,41938,15
2074,41950,5
2075,41951,5
2076,41952,5
2077,41953,5
2078,41954,5
2079,41955,5
2080,41956,5
2081,41957,5
2082,41958,5
2083,41959,5
2084,41960,5
2085,41962,12
2086,41971,18
2087,42014,2
2088,42016,2
2089,42017,2
2090,42020,2
2091,42028,182
2092,42126,38
2093,42234,2
2094,42236,2
2095,42238,2
2096,42240,2
2097,42241,2
2098,42243,2
2099,42262,12
2100,42283,38
2101,42285,38
2102,42286,38
2103,42304,38
2104,42310,26
2105,42311,26
2106,42312,26
2107,42431,12
2108,42442,12
2109,42447,12
2110,42449,12
2111,42464,17
2112,42477,12
2113,42482,12
2114,42483,12
2115,42527,26
2116,42528,26
2117,42529,26
2118,42530,26
2119,42531,26
2120,42532,26
2121,42533,26
2122,42534,26
2123,42632,38
2124,42648,17
2125,42649,17
2126,42722,15
2127,42728,15
2128,42732,15
2129,42742,15
2130,42746,15
2131,42751,10
2132,42754,15
2133,42766,12
2134,42774,12
2135,42776,12
2136,42799,25
2137,42800,25
2138,42802,25
2139,42873,25
2140,42907,10
2141,42915,10
2142,43019,2
2143,43020,2
2144,43022,2
2145,43023,2
2146,43024,2
2147,43029,2
2148,43149,468
2149,43150,468
2150,43151,468
2151,43152,468
2152,43153,468
2153,43154,468
2154,43155,468
2155,43156,468
2156,43157,468
2157,43158,468
2158,43172,2
2159,43173,2
2160,43289,15
2161,43413,1235
2162,43420,1235
2163,43421,1235
2164,43436,1235
2165,43511,25
2166,43533,2
2167,43536,2
2168,43618,12
2169,43695,2
2170,43696,2
2171,43697,2
2172,43698,2
2173,43699,2
2174,43765,2
2175,43842,17
2176,43844,21
2177,43857,21
2178,43858,21
2179,43859,21
2180,43860,21
2181,43884,38
2182,43889,25
2183,43890,25
2184,43955,12
2185,43958,12
2186,43966,17
2187,44092,297
2188,44093,297
2189,44096,297
2190,44098,297
2191,44168,38
2192,44169,38
2193,44198,12
2194,44235,21
2195,44259,21
2196,44278,12
2197,44287,12
2198,44353,38
2199,44355,38
2200,44373,38
2201,44477,15
2202,44482,15
2203,44746,297
2204,44749,297
2205,44778,38
2206,44781,38
2207,44782,38
2208,44792,38
2209,44796,38
2210,44802,38
2211,44805,10
2212,44806,10
2213,44820,2
2214,44821,2
2215,44848,38
2216,44922,26
2217,44946,2
2218,44948,2
2219,44950,2
2220,44951,2
2221,44952,2
2222,44958,26
2223,44959,26
2224,45018,25
2225,45021,25
2226,45025,25
2227,45027,25
2228,45054,26
2229,45055,26
2230,45056,26
2231,45057,26
2232,45058,26
2233,45059,26
2234,45060,26
2235,45100,297
2236,45102,297
2237,45117,10
2238,45119,10
2239,45122,10
2240,45145,468
2241,45146,468
2242,45147,468
2243,45148,468
2244,45149,468
2245,45150,468
2246,45151,468
2247,45152,468
2248,45153,468
2249,45154,468
2250,45375,12
2251,45387,1235
2252,45388,1235
2253,45389,1235
2254,45390,1235
2255,45391,1235
2256,45392,1235
2257,45393,1235
2258,45429,38
2259,45486,12
2260,45506,297
2261,45507,297
2262,45514,17
2263,45515,17
2264,45517,17
2265,45518,17
2266,45520,17
2267,45611,297
2268,45612,297
2269,45619,297
2270,45934,38
2271,46011,38
2272,46013,25
2273,46015,25
2274,46019,25
2275,46028,38
2276,46029,38
2277,46063,38
2278,46066,38
2279,46067,38
2280,46068,38
2281,46071,182
2282,46072,182
2283,46073,182
2284,46074,182
2285,46075,182
2286,46144,26
2287,46145,26
2288,46146,26
2289,46147,26
2290,46148,26
2291,46149,26
2292,46157,15
2293,46159,15
2294,46191,25
2295,46206,12
2296,46243,38
2297,46506,181
2298,46509,181
2299,46510,181
2300,46511,181
2301,46525,1235
2302,46526,1235
2303,46527,1235
2304,46528,1235
2305,46642,5
2306,46648,5
2307,46695,5
2308,46711,38
2309,46713,38
2310,46720,38
2311,46739,5
2312,46740,5
2313,46840,10
2314,46842,10
2315,46846,10
2316,46851,10
2317,46854,10
2318,46935,10
2319,46999,1235
2320,47008,1235
2321,47010,1235
2322,47011,1235
2323,47012,1235
2324,47013,1235
2325,47014,1235
2326,47015,1235
2327,47016,1235
2328,47017,1235
2329,47035,4
2330,47036,4
2331,47037,4
2332,47072,297
2333,47074,297
2334,47075,297
2335,47076,297
2336,47077,297
2337,47194,38
2338,47260,182
2339,47463,25
2340,47468,25
2341,47473,25
2342,47482,25
2343,47483,25
2344,47504,4
2345,47505,4
2346,47521,25
2347,47524,25
2348,47595,25
2349,47598,25
2350,47600,25
2351,47657,468
2352,47658,468
2353,47659,468
2354,47660,468
2355,47666,10
2356,47672,38
2357,47712,4
2358,47745,4
2359,47746,4
2360,47755,4
2361,47768,12
2362,47769,5
2363,47770,5
2364,47771,5
2365,47772,5
2366,47773,5
2367,47774,4
2368,47776,5
2369,47778,5
2370,47822,25
2371,47832,15
2372,47834,182
2373,47835,10
2374,47859,17
2375,47868,17
2376,47874,38
2377,47894,10
2378,47895,10
2379,47896,10
2380,47897,10
2381,47931,26
2382,47944,4
2383,48015,26
2384,48069,25
2385,48070,25
2386,48294,297
2387,48306,38
2388,48319,38
2389,48329,38
2390,48334,38
2391,48344,38
2392,48370,38
2393,48387,5
2394,48389,5
2395,48390,5
2396,48392,5
2397,48393,5
2398,48394,5
2399,48395,5
2400,48397,5
2401,48400,5
2402,48401,5
2403,48406,5
2404,48408,5
2405,48410,5
2406,48416,38
2407,48434,468
2408,48435,468
2409,48436,468
2410,48437,468
2411,48438,468
2412,48439,468
2413,48440,468
2414,48441,468
2415,48442,468
2416,48443,468
2417,48444,10
2418,48453,10
2419,48457,10
2420,48463,297
2421,48465,297
2422,48488,2
2423,48491,2
2424,48492,2
2425,48493,2
2426,48494,2
2427,48533,297
2428,48537,297
2429,48553,297
2430,48557,297
2431,48559,297
2432,48560,297
2433,48597,297
2434,48600,297
2435,48601,297
2436,48763,26
2437,48807,17
2438,48808,17
2439,48820,17
2440,48826,17
2441,48852,38
2442,48862,38
2443,48925,26
2444,48933,38
2445,49039,10
2446,49062,38
2447,49072,38
2448,49106,12
2449,49136,12
2450,49138,12
2451,49139,5
2452,49161,38
2453,49169,38
2454,49395,38
2455,49399,38
2456,49407,38
2457,49473,10
2458,49476,21
2459,49479,21
2460,49529,26
2461,49530,26
2462,49531,26
2463,49532,26
2464,49537,26
2465,49581,181
2466,49582,181
2467,49583,181
2468,49585,181
2469,49605,17
2470,49607,17
2471,49815,25
2472,49816,25
2473,49819,38
2474,49842,17
2475,49847,17
2476,49857,17
2477,50268,1235
2478,50272,10
2479,50274,182
2480,50291,4
2481,50321,17
2482,50367,4
2483,50368,4
2484,50369,4
2485,50370,4
2486,50371,4
2487,50445,25
2488,50447,25
2489,50542,25
2490,50598,10
2491,50608,26
2492,50609,26
2493,50610,26
2494,50611,26
2495,50612,26
2496,50613,26
2497,50614,26
2498,50617,17
2499,50620,17
2500,50651,12
2501,50751,12
2502,50818,25
2503,50819,25
2504,50836,38
2505,50860,297
2506,50861,297
2507,50862,297
2508,50863,297
2509,50865,297
2510,50868,297
2511,50869,297
2512,50955,1235
2513,50958,5
2514,50970,4
2515,50971,4
2516,50972,4
2517,50975,4
2518,50988,4
2519,50989,4
2520,50990,4
2521,50993,4
2522,51004,2
2523,51005,2
2524,51023,15
2525,51111,38
2526,51120,10
2527,51144,15
2528,51157,38
2529,51166,468
2530,51167,468
2531,51168,468
2532,51169,468
2533,51193,26
2534,51194,26
2535,51203,38
2536,51266,10
2537,51267,10
2538,51269,10
2539,51272,10
2540,51275,10
2541,51276,10
2542,51278,10
2543,51297,38
2544,51303,38
2545,51309,25
2546,51321,4
2547,51322,4
2548,51333,17
2549,51359,12
2550,51360,12
2551,51502,181
2552,51503,181
2553,51505,181
2554,51506,181
2555,51508,181
2556,51511,181
2557,51512,181
2558,51513,181
2559,51514,181
2560,51515,181
2561,51516,181
2562,51519,181
2563,51555,12
2564,51575,182
2565,51576,182
2566,51577,182
2567,51578,182
2568,51579,182
2569,51592,12
2570,51595,25
2571,51598,25
2572,51603,25
2573,51646,21
2574,51651,468
2575,51655,17
2576,51659,17
2577,51661,17
2578,51663,15
2579,51667,468
2580,51690,38
2581,51774,26
2582,51784,182
2583,51852,15
2584,51855,15
2585,51876,21
2586,51925,15
2587,51927,15
2588,51932,4
2589,51933,4
2590,51934,4
2591,51936,4
2592,51937,5
2593,51938,5
2594,51939,5
2595,51940,5
2596,51941,15
2597,51943,15
2598,51946,15
2599,51947,15
2600,51948,15
2601,51950,468
2602,51951,468
2603,51952,468
2604,51953,468
2605,51954,468
2606,51955,468
2607,51956,468
2608,51987,15
2609,51988,15
2610,51997,2
2611,52000,2
2612,52001,2
2613,52004,25
2614,52042,10
2615,52043,10
2616,52118,2
2617,52120,2
2618,52123,2
2619,52124,2
2620,52125,2
2621,52127,2
2622,52138,38
2623,52222,12
2624,52250,25
2625,52364,12
2626,52378,10
2627,52387,10
2628,52393,10
2629,52405,297
2630,52407,297
2631,52408,297
2632,52409,297
2633,52444,26
2634,52448,18
2635,52449,18
2636,52451,18
2637,52479,25
2638,52502,17
2639,52506,17
2640,52565,25
2641,52631,181
2642,52632,181
2643,52634,181
2644,52635,181
2645,52636,181
2646,52639,181
2647,52641,181
2648,52642,181
2649,52644,181
2650,52645,181
2651,52646,181
2652,52647,181
2653,52648,181
2654,52649,181
2655,52650,181
2656,52734,5
2657,52735,5
2658,52737,5
2659,52859,38
2660,52898,12
2661,52912,12
2662,52948,17
2663,52955,17
2664,53157,2
2665,53158,2
2666,53207,15
2667,53228,10
2668,53229,10
2669,53230,5
2670,53231,5
2671,53232,5
2672,53299,2
2673,53300,2
2674,53301,2
2675,53349,12
2676,53376,21
2677,53445,15
2678,53450,15
2679,53451,15
2680,53453,15
2681,53496,468
2682,53577,17
2683,53578,17
2684,53586,17
2685,53587,17
2686,53664,26
2687,53666,26
2688,53686,38
2689,53688,38
2690,53724,2
2691,53725,2
2692,53727,2
2693,53732,38
2694,53807,25
2695,53937,10
2696,54004,21
2697,54031,10
2698,54034,10
2699,54037,10
2700,54040,10
2701,54063,17
2702,54124,15
2703,54132,15
2704,54134,15
2705,54149,18
2706,54152,18
2707,54153,18
2708,54154,18
2709,54155,18
2710,54159,18
2711,54161,25
2712,54256,4
2713,54257,4
2714,54258,4
2715,54259,4
2716,54262,4
2717,54263,4
2718,54264,4
2719,54265,4
2720,54266,4
2721,54267,4
2722,54268,4
2723,54295,17
2724,54297,17
2725,54335,15
2726,54337,15
2727,54443,2
2728,54465,2
2729,54468,2
2730,54475,2
2731,54476,2
2732,54478,2
2733,54480,2
2734,54483,297
2735,54486,297
2736,54488,297
2737,54489,297
2738,54493,297
2739,54495,4
2740,54496,38
2741,54554,38
2742,54557,38
2743,54558,15
2744,54568,2
2745,54570,2
2746,54578,2
2747,54621,26
2748,54622,26
2749,54623,26
2750,54624,26
2751,54625,26
2752,54626,26
2753,54657,297
2754,54658,297
2755,54662,297
2756,54664,10
2757,54665,10
2758,54666,10
2759,54699,17
2760,54700,17
2761,54701,17
2762,54710,21
2763,54711,21
2764,54722,25
2765,54726,12
2766,54732,25
2767,54754,21
2768,54835,15
2769,54837,15
2770,54848,4
2771,54849,4
2772,54850,4
2773,54870,12
2774,54871,12
2775,54874,181
2776,54875,181
2777,54876,181
2778,54877,181
2779,54878,181
2780,54879,181
2781,54880,181
2782,54883,181
2783,54884,181
2784,54963,297
2785,54964,297
2786,54965,297
2787,54967,297
2788,55100,21
2789,55101,21
2790,55102,21
2791,55103,21
2792,55113,21
2793,55115,21
2794,55116,21
2795,55146,297
2796,55148,297
2797,55149,297
2798,55153,297
2799,55157,297
2800,55159,297
2801,55160,297
2802,55164,297
2803,55165,297
2804,55191,297
2805,55192,297
2806,55193,297
2807,55194,297
2808,55234,2
2809,55235,2
2810,55238,2
2811,55240,2
2812,55241,2
2813,55242,2
2814,55260,12
2815,55286,10
2816,55287,10
2817,55289,10
2818,55290,10
2819,55295,10
2820,55399,25
2821,55436,10
2822,55437,10
2823,55452,12
2824,55480,38
2825,55554,21
2826,55562,15
2827,55572,21
2828,55575,21
2829,55580,21
2830,55709,26
2831,55710,26
2832,55711,26
2833,55712,26
2834,55713,26
2835,55714,26
2836,55715,26
2837,55716,26
2838,55717,26
2839,55718,26
2840,55719,26
2841,55756,297
2842,55757,297
2843,55758,297
2844,55759,297
2845,55760,297
2846,55761,297
2847,55762,297
2848,55770,297
2849,55772,297
2850,55773,297
2851,55774,297
2852,55775,297
2853,55776,297
2854,55777,297
2855,55780,297
2856,55786,297
2857,55807,297
2858,55810,297
2859,55811,297
2860,55824,15
2861,55826,2
2862,55827,2
2863,55828,2
2864,55830,2
2865,55905,12
2866,55913,12
2867,55917,12
2868,55921,12
2869,55948,5
2870,55949,5
2871,55951,5
2872,55952,5
2873,55953,5
2874,55954,5
2875,55956,5
2876,55957,5
2877,55958,5
2878,56013,38
2879,56014,38
2880,56017,38
2881,56028,181
2882,56029,181
2883,56048,25
2884,56248,10
2885,56273,10
2886,56275,10
2887,56460,10
2888,56465,2
2889,56466,2
2890,56472,2
2891,56476,12
2892,56490,21
2893,56491,21
2894,56493,21
2895,56496,21
2896,56516,17
2897,56518,17
2898,56520,17
2899,56523,15
2900,56567,5
2901,56575,5
2902,56648,12
2903,56659,25
2904,56666,25
2905,56686,2
2906,56687,2
2907,56688,2
2908,56691,2
2909,56694,2
2910,56695,2
2911,56805,15
2912,56841,12
2913,56874,182
2914,56884,12
2915,56895,10
2916,57167,17
2917,57168,17
2918,57176,17
2919,57179,10
2920,57180,10
2921,57253,12
2922,57256,12
2923,57328,38
2924,57352,38
2925,57359,38
2926,57396,12
2927,57399,12
2928,57403,12
2929,57405,181
2930,57410,181
2931,57411,181
2932,57412,181
2933,57414,181
2934,57415,181
2935,57417,181
2936,57422,18
2937,57433,18
2938,57439,10
2939,57441,38
2940,57470,25
2941,57493,25
2942,57500,25
2943,57547,297
2944,57631,12
2945,57639,17
2946,57640,17
2947,57646,17
2948,57655,25
2949,57660,25
2950,57662,25
2951,57665,2
2952,57691,2
2953,57697,2
2954,57884,12
2955,57886,12
2956,57964,25
2957,57984,15
2958,57986,15
2959,57994,15
2960,58002,38
2961,58077,5
2962,58115,10
2963,58116,10
2964,58130,17
2965,58136,17
2966,58156,5
2967,58157,5
2968,58162,10
2969,58163,10
2970,58164,10
2971,58166,10
2972,58167,10
2973,58173,10
2974,58174,10
2975,58208,21
2976,58211,182
2977,58224,25
2978,58232,181
2979,58233,181
2980,58234,181
2981,58237,181
2982,58238,181
2983,58239,181
2984,58264,181
2985,58265,181
2986,58334,12
2987,58344,12
2988,58423,12
2989,58474,10
2990,58539,12
2991,58540,12
2992,58543,12
2993,58553,38
2994,58555,38
2995,58570,38
2996,58701,5
2997,58720,5
2998,58721,5
2999,58722,5
3000,58724,5
3001,58725,5
3002,58726,5
3003,58728,5
3004,58729,5
3005,58731,5
3006,58751,5
3007,58754,5
3008,58756,5
3009,58763,5
3010,58764,5
3011,58889,5
3012,59015,5
3013,59016,5
3014,59017,5
3015,59021,5
3016,59022,5
3017,59023,5
3018,59024,5
3019,59046,5
3020,59050,5
3021,59051,5
3022,59053,5
3023,59054,5
3024,59056,5
3025,59057,5
3026,59058,5
3027,59060,5
3028,59061,5
3029,59062,5
3030,59063,5
3031,59068,5
3032,59224,26
3033,59226,26
3034,59231,26
3035,59240,26
3036,59241,26
3037,59373,25
3038,59376,4
3039,59377,4
3040,59432,12
3041,59450,10
3042,59453,10
3043,59454,10
3044,59577,5
3045,59578,5
3046,59579,5
3047,59581,2
3048,59582,5
3049,59584,5
3050,59586,5
3051,59587,5
3052,59656,2
3053,59657,2
3054,59658,2
3055,59664,2
3056,59666,2
3057,59667,2
3058,59669,2
3059,59678,2
3060,59681,2
3061,59682,2
3062,59683,2
3063,59685,2
3064,59687,2
3065,59688,2
3066,59695,2
3067,59702,2
3068,59707,2
3069,59708,2
3070,59714,2
3071,59718,2
3072,59721,2
3073,59723,2
3074,59725,2
3075,59726,2
3076,59727,2
3077,59731,15
3078,59823,38
3079,59826,38
3080,59905,12
3081,59906,12
3082,59925,12
3083,59935,181
3084,59937,181
3085,59938,181
3086,59939,181
3087,59940,181
3088,59941,181
3089,59942,4
3090,59943,4
3091,59944,4
3092,59945,4
3093,59946,4
3094,59947,4
3095,59948,4
3096,59949,4
3097,59950,4
3098,59951,4
3099,59952,4
3100,59953,4
3101,59954,4
3102,59973,12
3103,60041,2
3104,60048,2
3105,60145,2
3106,60146,2
3107,60317,38
3108,60358,12
3109,60361,12
3110,60472,21
3111,60473,21
3112,60481,21
3113,60491,21
3114,60548,2
3115,60592,25
3116,60603,21
3117,60634,1235
3118,60642,1235
3119,60700,182
3120,60701,182
3121,60702,182
3122,60703,182
3123,60704,182
3124,60707,12
3125,60731,25
3126,60754,2
3127,60756,2
3128,60779,17
3129,60814,181
3130,60826,181
3131,60828,15
3132,60857,2
3133,60896,25
3134,60898,25
3135,60970,25
3136,61006,17
3137,61008,17
3138,61009,17
3139,61158,21
3140,61167,21
3141,61174,21
3142,61438,15
3143,61454,21
3144,61532,21
3145,61564,182
3146,61565,182
3147,61566,182
3148,61567,182
3149,61568,182
3150,61569,182
3151,61587,10
3152,61590,10
3153,61591,10
3154,61592,10
3155,61595,38
3156,61608,21
3157,61680,12
3158,61734,10
3159,61738,10
3160,61740,10
3161,61743,181
3162,61744,181
3163,61745,181
3164,61748,181
3165,61752,181
3166,61753,181
3167,61755,181
3168,61756,181
3169,61757,181
3170,61781,26
3171,61782,26
3172,61799,25
3173,61802,25
3174,61806,25
3175,61808,25
3176,61854,21
3177,61884,21
3178,61890,21
3179,61950,26
3180,61954,26
3181,61955,26
3182,61956,26
3183,61957,26
3184,61958,26
3185,62007,18
3186,62047,15
3187,62166,1235
3188,62167,1235
3189,62168,1235
3190,62169,1235
3191,62171,15
3192,62175,1235
3193,62177,1235
3194,62178,1235
3195,62180,1235
3196,62181,1235
3197,62182,1235
3198,62184,2
3199,62185,2
3200,62186,2
3201,62188,2
3202,62189,2
3203,62191,2
3204,62192,2
3205,62193,2
3206,62194,2
3207,62196,2
3208,62318,38
3209,62426,17
3210,62448,10
3211,62450,10
3212,62525,2
3213,62526,2
3214,62529,2
3215,62533,2
3216,62564,26
3217,62581,26
3218,62582,26
3219,62583,26
3220,62584,26
3221,62585,26
3222,62586,26
3223,62587,26
3224,62591,2
3225,62592,2
3226,62596,2
3227,62638,15
3228,62639,15
3229,62641,15
3230,62655,25
3231,62658,25
3232,62667,15
3233,62671,468
3234,62675,15
3235,62833,25
3236,62834,25
3237,62852,4
3238,62853,4
3239,62861,12
3240,62927,4
3241,62928,4
3242,62929,4
3243,63023,12
3244,63038,25
3245,63043,25
3246,63048,12
3247,63064,468
3248,63065,468
3249,63100,12
3250,63112,12
3251,63117,12
3252,63156,38
3253,63187,12
3254,63206,17
3255,63225,10
3256,63251,17
3257,63253,17
3258,63255,17
3259,63257,17
3260,63258,17
3261,63282,18
3262,63283,18
3263,63287,18
3264,63288,18
3265,63289,18
3266,63290,18
3267,63291,18
3268,63292,18
3269,63303,12
3270,63341,181
3271,63342,181
3272,63343,181
3273,63345,181
3274,63346,181
3275,63347,181
3276,63349,181
3277,63350,181
3278,63354,181
3279,63355,181
3280,63356,181
3281,63359,181
3282,63360,181
3283,63361,181
3284,63362,181
3285,63363,181
3286,63364,181
3287,63371,181
3288,63372,181
3289,63375,181
3290,63396,12
3291,63400,12
3292,63401,12
3293,63404,12
3294,63450,12
3295,63453,12
3296,63468,12
3297,63470,12
3298,63481,12
3299,63483,12
3300,63593,26
3301,63594,26
3302,63595,26
3303,63597,26
3304,63665,15
3305,63732,21
3306,63747,21
3307,63776,12
3308,63877,21
3309,63911,21
3310,63914,26
3311,63915,26
3312,63916,26
3313,63918,26
3314,63919,26
3315,63920,26
3316,63921,26
3317,63922,26
3318,63999,10
3319,64006,10
3320,64007,10
3321,64008,10
3322,64009,10
3323,64022,25
3324,64030,25
3325,64194,12
3326,64246,12
3327,64248,38
3328,64274,25
3329,64331,182
3330,64332,182
3331,64333,182
3332,64334,182
3333,64338,21
3334,64350,21
3335,64361,4
3336,64362,4
3337,64363,4
3338,64364,10
3339,64365,10
3340,64407,2
3341,64408,2
3342,64410,2
3343,64451,15
3344,64477,25
3345,64517,21
3346,64518,21
3347,64519,21
3348,64520,21
3349,64521,21
3350,64535,468
3351,64536,468
3352,64537,468
3353,64538,468
3354,64539,468
3355,64540,468
3356,64541,468
3357,64542,468
3358,64567,26
3359,64568,4
3360,64569,4
3361,64570,4
3362,64571,4
3363,64572,4
3364,64573,4
3365,64574,4
3366,64583,15
3367,64590,2
3368,64628,21
3369,64630,21
3370,64631,21
3371,64634,25
3372,64648,25
3373,64656,26
3374,64657,26
3375,64658,26
3376,64659,26
3377,64660,26
3378,64661,26
3379,64667,25
3380,64689,25
3381,64766,25
3382,64787,10
3383,64789,10
3384,64834,10
3385,64840,10
3386,64855,38
3387,64864,38
3388,64873,17
3389,64875,17
3390,64973,15
3391,64989,21
3392,64993,21
3393,65001,25
3394,65037,468
3395,65038,468
3396,65039,468
3397,65040,468
3398,65063,297
3399,65064,297
3400,65073,468
3401,65264,25
3402,65433,15
3403,65651,5
3404,65652,5
3405,65653,5
3406,65654,5
3407,65655,5
3408,65656,5
3409,65657,5
3410,65658,5
3411,65659,5
3412,65660,5
3413,65661,5
3414,65662,5
3415,65663,5
3416,65665,5
3417,65666,5
3418,65669,5
3419,65670,5
3420,65671,5
3421,65673,5
3422,65674,5
3423,65675,5
3424,65676,5
3425,65677,5
3426,65678,5
3427,65680,5
3428,65681,5
3429,65682,5
3430,65686,12
3431,65751,468
3432,65755,10
3433,65777,468
3434,65778,468
3435,65779,468
3436,65780,468
3437,65781,5
3438,65783,5
3439,65784,5
3440,65786,5
3441,65787,5
3442,65788,5
3443,65789,5
3444,65790,5
3445,65791,5
3446,65792,5
3447,65794,5
3448,65795,5
3449,65796,5
3450,65878,12
3451,65879,12
3452,65891,17
3453,66064,17
3454,66065,17
3455,66069,15
3456,66180,17
3457,66184,17
3458,66329,181
3459,66330,181
3460,66331,181
3461,66332,181
3462,66348,25
3463,66356,25
3464,66381,181
3465,66382,181
3466,66384,181
3467,66390,181
3468,66394,12
3469,66404,12
3470,66436,15
3471,66437,15
3472,66440,15
3473,66442,4
3474,66457,12
3475,66459,12
3476,66462,12
3477,66463,12
3478,66474,38
3479,66514,181
3480,66517,181
3481,66522,181
3482,66524,181
3483,66525,1235
3484,66534,12
3485,66633,468
3486,66634,468
3487,66635,468
3488,66636,468
3489,66637,468
3490,66638,468
3491,66641,10
3492,66644,10
3493,66648,10
3494,66655,12
3495,66660,12
3496,66663,26
3497,66664,26
3498,66703,5
3499,66772,12
3500,66783,10
3501,66806,21
3502,66814,21
3503,66815,21
3504,66856,15
3505,66860,15
3506,66868,15
3507,66869,15
3508,66870,15
3509,66877,15
3510,66889,38
3511,66931,15
3512,66936,15
3513,66965,15
3514,66970,15
3515,66977,15
3516,67004,15
3517,67005,15
3518,67012,17
3519,67013,17
3520,67017,17
3521,67038,4
3522,67039,4
3523,67040,4
3524,67041,4
3525,67042,4
3526,67043,4
3527,67044,4
3528,67045,4
3529,67046,4
3530,67047,4
3531,67048,4
3532,67167,25
3533,67191,12
3534,67221,15
3535,67224,15
3536,67229,15
3537,67230,21
3538,67233,21
3539,67238,12
3540,67240,12
3541,67332,10
3542,67334,10
3543,67336,10
3544,67357,10
3545,67358,10
3546,67359,10
3547,67360,10
3548,67364,10
3549,67366,10
3550,67457,38
3551,67466,15
3552,67468,15
3553,67473,15
3554,67500,38
3555,67513,25
3556,67531,38
3557,67600,17
3558,67637,468
3559,67638,468
3560,67639,468
3561,67640,468
3562,67648,26
3563,67649,26
3564,67650,26
3565,67652,26
3566,67653,26
3567,67654,26
3568,67655,26
3569,67656,26
3570,67657,26
3571,67658,26
3572,67659,26
3573,67660,26
3574,67661,26
3575,67673,26
3576,67707,38
3577,67752,38
3578,67762,12
3579,67763,17
3580,67764,17
3581,67766,17
3582,67784,21
3583,67787,21
3584,67789,21
3585,68209,4
3586,68210,4
3587,68215,4
3588,68220,4
3589,68221,4
3590,68222,4
3591,68226,4
3592,68227,4
3593,68228,4
3594,68229,4
3595,68230,4
3596,68231,4
3597,68233,4
3598,68234,4
3599,68235,4
3600,68236,4
3601,68237,4
3602,68238,4
3603,68239,4
3604,68242,4
3605,68243,4
3606,68244,4
3607,68245,4
3608,68247,4
3609,68248,4
3610,68340,4
3611,68341,4
3612,68342,4
3613,68343,4
3614,68344,4
3615,68353,10
3616,68355,10
3617,68445,15
3618,68447,15
